index,title,article,news
24,노웅래 후폭풍…국힘 “이재명 방탄 훈련”-민주 “덫에 걸렸다”,"노웅래 더불어민주당 의원 체포동의안 부결 후폭풍이 이어지고 있다. 당장 국민의힘은 ‘이재명 대표 방탄 훈련’이라는 비판을 쏟아냈고 민주당에서도 전방위적 검찰 수사에 대한 반감에서 비롯된 이번 부결이 ‘방탄 프레임’을 자초한 패착이었다는 목소리가 나온다.
국민의힘은 29일 노 의원 체포동의안 부결을 고리로 ‘이재명 방탄 정당’ 프레임을 부각하며 공세 수위를 높였다. 주호영 국민의힘 원내대표는 국회에서 연 비상대책위원회의에서 “민주당이 일치단결해서 160표 넘게 부결 표결한 것은 곧 있을지 모르는 자당 대표에 대한 체포동의안을 미리 막아내기 위한 예행연습이라는 것이 다수의 관측”이라고 비판했다. 그러면서 주 원내대표는 “1월8일 임시국회가 끝나면 (민주당이) ‘방탄 국회’ 소집을 위해 임시국회를 또 요구할지도 모른다. 민주당이 어떻게 하는지 두고 볼 것”이라고 했다.
민주당은 전날 이례적으로 구체적인 수사내용까지 언급하며 체포동의안 가결을 요구한 한동훈 법무부 장관의 발언이 “피의사실 공표에 해당하는 중죄”라며 역공에 나섰다. 김성환 민주당 정책위의장은 이날 회의에서 “피의자의 인권을 보호하고 정치적으로 중립을 지켜야 할 일국의 법무부 장관이 일개 검사가 재판정에서나 할 법한 내용을 국회 본회의장에서 공공연하게 공표해도 되나”라고 비판했다.
이재명 대표는 이날 종일 ‘검찰의 민주주의 파괴’를 언급하며 장외 여론전을 이어갔다. 이 대표는 국회에서 열린 ‘검찰 인권침해 수사의 문제점과 제도적 대책 마련을 위한 토론회’에 참석해 “검찰이 공익의 대변자라는 책무를 마감하고 민주주의 파괴의 도구로 전락했다”며 맹비난했고, 고 김근태 전 의원 추모 미사에서도 “수십년간 희생과 고통을 통해 어렵게 쌓아 올린 민주주의가 사방에서 무너지고 있다”고 말했다. 이 대표는 내년 1월10~12일께 검찰의 조사를 받겠다며 출석 일정을 검찰 쪽과 조율 중이다.

민주당 안에서는 노 의원 체포동의안 부결로 ‘불체포 특권 포기’라는 당의 기조를 저버리고 ‘방탄 프레임’을 강화하는 결과를 낳았다는 당혹감이 감지된다. 21대 국회 들어 정정순·이상직(이상 민주당), 정찬민(국민의힘) 의원 체포동의안이 모두 가결됐고 올해 대선에서 이재명 후보는 국회의원 면책특권과 불체포 특권 폐지를 공약했다.
한 비이재명계 의원은 <한겨레>와 한 통화에서 “(체포동의안 표결에서) 기권하려고 했지만, 한 장관 발언에 기가 막혀 반대표를 던졌다는 의원이 적지 않다”면서도 “불체포 특권을 포기하겠다고 공언해온 당이 책임 있는 설명 없이 부결에 몰표를 줬다면 국민들 시선에 어떻게 보이겠냐”고 말했다. 다른 비명계 의원은 “1월 초면 끝나는 임시국회 기간에 (검찰이) 체포동의안을 제출한 것이나, 한 장관의 도발적인 발언을 보면 의도가 뻔하지 않냐”며 “검찰이 놓은 ‘방탄의 덫’에 민주당이 스스로 걸어 들어간 것”이라고 말했다.",한겨레
25,"국힘, 총선 공천 0순위 자리 친윤계 대거 배치…비윤계 “마녀사냥”","국민의힘 비상대책위원회가 29일 당원협의회 조직위원장 인선에서 ‘친이준석계’ 인사를 솎아내고 대선 캠프와 검찰 출신 등 친윤석열계 인사들을 대거 임명했다. 2024년 총선에 대비해 ‘친윤계 전열 정비’에 나선 셈인데, 비윤계는 “친윤의 마녀사냥”이라며 반발했다.
국민의힘은 이날 비대위 회의를 열어 공석인 당원협의회 지역구 68곳 가운데 42곳의 조직위원장을 새로 임명했다. 당협 조직위원장은 지역 당 조직의 의결을 거쳐 당협위원장이 되기 때문에 총선 공천 0순위 자리다.
그러나 인선에서 윤 대통령과 맞섰던 이준석 전 대표 쪽 인사들은 배제됐다. 이 전 대표 시절 당 대변인으로 친윤계의 이 전 대표 축출을 비판했던 허은아 의원은 지난 5월 서울 동대문을 지역위원장으로 내정된 상태였다. 그러나 정진석 비대위는 이곳을 추가 공모 대상에 포함시킨 뒤 윤석열 캠프 공보특보단장을 지낸 검찰 출신 김경진 전 의원을 임명했다. 허 의원은 최근 친윤계 주도의 ‘당원투표 100%’ 당헌·당규 개정에도 반대했다. 허 의원은 페이스북에 “친윤이 아니면 다 나가라는 것인가. 친윤이고 검사 출신이면, 노력하지 않고 당협 쇼핑도 할 수 있는, 당의 현실이 부끄럽다”고 썼다. 친이준석계인 정미경 전 최고위원도 지난 5월 성남 분당을 지역위원장 내정됐지만, 이번 임명에서 배제됐다.
반면, 캠프나 검찰 출신 친윤계 인사들은 대거 자리를 꿰찼다.

대선 때 윤석열 대통령 후보 특별고문을 지낸 유종필 전 관악구청장은 서울 관악갑, ‘이재명 조폭 연루설’을 처음 제기하며 ‘이재명 저격수’ 구실을 한 장영하 변호사는 성남시 수정구 지역 조직위원장에 임명됐다. 지난 지방선거에서 김은혜 경기도지사 캠프 대변인을 맡았던 홍종기 변호사는 경기 수원정을 차지했다. 이번에 비워둔 마포갑 조직위원장 자리는 강승규 대통령실 시민사회수석 몫이라는 이야기가 나온다.

검찰 출신 인사도 다수 임명됐다. 이명박 정부 청와대 민정2비서관 시절 ‘국정원 특활비 불법수수’로 유죄가 확정된 김진모 전 대검찰청 기획조정부장은 지난 27일 대통령 특별사면으로 복권된 지 이틀 만에 청주시 서원구 지역위원장으로 임명됐다. 대검 중수부에서 윤석열 대통령과 함께 근무한 인연이 있는 심재돈 전 서울중앙지검 부장검사는 인천 동·미추홀갑, 최기식 전 대구지검 검사는 경기 의왕·과천 지역위원장에 임명됐다.
아울러 지난 대선에서 선대위 대변인을 하고, 비대위 가처분 소송 재판 승소에 주도적인 구실을 한 전주혜 의원(현 비대위원)은 서울 강동갑 조직위원장에 임명됐다. <중앙일보> 출신인 김종혁 비대위원도 경기 고양병 지역 조직위원장 자리를 차지했다. 현직 비대위원 2명이 지역위원장에 ‘셀프 임명’된 셈이다.
비윤계 인사들은 강하게 반발했다. 김웅 의원은 페이스북에 “어떤 핑계를 대더라도 이번 결정이 친윤의 마녀사냥이라는 것을 알려주는 반증”이라고 적었다. 당권 주자인 유승민 전 의원은 이날 <시비에스>(CBS) 라디오 인터뷰에서 “당대표가 되면 공천 혁신을 할 것이다. 지금 완장을 차고 윤핵관이라고 설치는 권력에 기생하는 사람들은 공천을 주지 않을 것이다”라고 말했다.",한겨레
26,"용산구, 참사 당일 10시29분 보고받고도 “기억 안나” 발뺌","서울시와 용산구가 이태원 참사 직후 책임을 은폐·축소하려 한 정황들이 29일 열린 이태원 참사 국정조사 특별위원회 기관보고에서 추가로 드러났다.
윤건영 더불어민주당 의원이 이날 서울시·대검찰청·용산구·서울경찰청 등을 상대로 한 기관보고에서 공개한 자료를 보면, 참사 이튿날인 10월30일 오전 9시33분 서울시 주요 간부들이 모인 모바일 상황실에서 김수덕 서울시 기획담당관이 “사고 지칭이 다양한데 ‘용산 이태원 인명사고’로 통일해 달라. 사망자, 부상자, 사상자로 용어 사용을 해주시고 기타 다른 표현은 삼가해 주시길 바란다”고 지침을 내린 것으로 드러났다. 앞서 윤석열 대통령 주재로 열린 중앙재난안전대책본부 회의에서 참사 관련 명칭을 ‘이태원 사고’로, ‘피해자’ 대신 ‘사망자’라는 용어를 쓰라는 결정을 내려 ‘책임 축소에 나선 게 아니냐’는 의혹이 제기됐는데, 서울시도 비슷한 결정을 내린 것이다.
구조 작업이 한창 진행되던 시각, 서울시 간부들이 재난 대처보다 서울시의 책임 여부를 확인하는 데 급급했단 지적도 나왔다. 천준호 민주당 의원은 “30일 새벽 1시53분 모바일 상황실에서 김의승 행정1부시장이 ‘핼러윈 관련 안전관리, 코로나 재유행에 따른 방역 철저 등 시장 명의로 공문 나간 게 있느냐’고 묻고, 다른 간부들이 이에 문건을 공유했다”며 “그 중요한 시기에 서울시 책임론을 회피할 준비를 하고 있던 것 같아 안타깝다”고 말했다. 그러나 이런 지적에 김 부시장은 “간부 대화방이 모든 상황을 설명하진 않는다”고 말해 의원들의 빈축을 샀다.
용혜인 기본소득당 의원은 ‘용산구가 압사사고를 인지한 시점을 국회에 허위보고했다’고 지적했다. 박희영 용산구청장이 밤 10시51분 참사를 인지했다고 밝혔으나, 그에 앞서 밤 10시29분 서울종합방제센터가 용산구청에 압사신고 사실을 알렸고 당직을 맡은 공무원이 “이태원 해밀톤호텔이요”라고 장소까지 특정하며 ‘이미 인지했다’는 취지의 답변을 했다는 것이다. 용산구 관계자들 역시 “기억이 나지 않는다”며 거듭 ‘면피성 방어’에 나섰다.
한편 이날 경찰청 특별수사본부가 신청한 최성범 용산소방서장 구속영장에 대해 검찰이 참사 희생자 158명의 생존·구조 시간 등을 특정해달라며 사실상 전수조사에 준하는 보완수사를 요구해 경찰이 반발했다. 김동욱 특수본 대변인은 브리핑을 열어 “검찰의 보완수사 요구에 대해 상당 부분 납득할 수 없다. 최대한 신속히 수사한 후 영장 재신청 여부를 검토하겠다”고 밝혔다.",한겨레
27,"합참, ‘북한 무인기 대비’ 육군·공군 참여 첫 합동방공훈련","합동참모본부(합참)가 북한 무인기의 영공 침범 상황을 상정해 29일 육군과 공군이 참여한 합동방공훈련을 진행했다.
이날 소형 무인기 대응 및 격멸 훈련은 경기 양주 가납리 비행장 일대에서 합참 주관으로 육군 지상작전사령부와 각 군단, 공군작전사령부, 육군 항공사령부 등이 참가한 가운데 열렸다.
이날 훈련은 북한 무인기가 공중침투하는 다양한 상황을 가정하여 탐지 및 추적해 요격하는 방식으로 진행됐다. 2m급 소형무인기 대응 작전개념을 정립하고 작전수행 절차 숙달을 위해 실시한 이번 훈련에는 공군 전술통제기 KA-1, 육군 공격헬기인 아파치·코브라 등 20여대의 유·무인 무기와 장비가 참가했다.
지난 26일 북한 무인기 영공 침범 때 제구실을 못한 벌컨포 등 지상 배치 대공무기의 빈틈을 보완하고, 육군 헬기와 공군 항공기를 유기적으로 통합 운용해 효율성을 높이는 방안을 집중해서 훈련했다.
훈련에서는 북한 무인기가 침투하면 KA-1 조종사가 접근해 눈으로 확인하고, 군사분계선 근처 일반전초(GOP) 후방지역에서는 아파치헬기가 무인기를 공격했다. 민간인 거주 지역으로 들어온 북한 무인기의 경우 사격을 할 경우 민간인 피해가 발생하기 때문에, 전파를 차단해 무인기를 무력화시키는 드론건을 단 소형헬기(500MD)가 공격하는 훈련을 했다.
육군11기동사단 방공중대가 30㎜ 자주대공포 비호를 사격하는 모습. 29일 합동방공훈련 이전에 실시된 훈련이다. 육군 누리집
육군11기동사단 방공중대가 30㎜ 자주대공포 비호를 사격하는 모습. 29일 합동방공훈련 이전에 실시된 훈련이다. 육군 누리집
합참은 “지금까지는 육·해·공군, 해병대 각급 부대가 각자 방공 훈련을 해왔다. 각 군의 무기와 장비를 통합한 합동방공훈련은 없었다”고 설명했다. 합참은 레이더 등 탐지 자산이 포착한 항공기, 무인기 등 표적 정보를 지상 배치 방공무기들과 공유하는 체계를 만들고, 육군의 공격용 헬리콥터와 공군의 KA-1 전술통제기, 초음속 전투기 등이 힘을 합쳐 무인기에 대응하는 전술을 마련할 방침이다.",한겨레
28,세조 ‘술자리 정치’ 닮은 윤 대통령…역사는 새드엔딩을 말한다,"조선 제7대 임금인 세조는 신하들과 술 먹는 자리를 유난히 좋아했다. 조선왕조실록 누리집에서 ‘술자리’를 검색하면 총 973건이 나오는데 절반가량인 467건이 세조 때 기록이다. 세조는 왜 술을 좋아했을까? 김종서와 사육신, 조카 단종까지 죽인 철혈 정치가는 권력을 향락을 즐기는 데만 사용한 걸까.
사실 이 기록은 세조의 정치가 어떤 형태였는지 알게 해주는 것에 가깝다. 그는 향락과는 거리가 먼 사람이었다. 스스로 후궁 들이는 것을 좋아하지 않는다고 대놓고 말할 정도로 여자를 좋아하지 않았다. 곤룡포를 빨아서 입었고 흰쌀밥을 만드는 데 힘이 많이 든다며 현미밥을 올리라고 했다. 온종일 일했고 부지불식간에 행정 문서를 검열하거나 감옥을 점검하는 식으로 부지런히 관리들을 감시했다. 대군 시절 세종이 여러 정책의 실무를 맡긴 터라 경험도 많았고 문제의식도 뚜렷했다. 조선을 더 좋은 나라로 바꾸겠다는 분명한 사명감이 있던 인물이다.

세조의 술자리는 국정운영 도구
그런 세조에게 술자리는 노는 자리라기보다 국정운영을 위한 도구였다. 정보를 수집하거나 정책을 논의하는 자리였다. 신하들에 대한 판단이나 충성심 시험도 이뤄졌는데 술자리라 그런지 감정적인 경우도 많았다. 어효첨이라는 신하는 술자리에서 잘 취하지 않고 사리에 맞게 대답했다는 이유로 즉석에서 이조판서에 임명했다. 병조판서 이계전은 세조에게 술을 적당히 드시라고 권했다가 ‘왕을 가르치려 든다’는 이유로 머리채를 잡히고 곤장을 맞았다. 곤장을 맞은 이계전에게 세조는 “생각하지 못할 욕을 주었으니 생각하지 못할 은전을 베풀겠다”고 달랜 뒤 공신에 봉한다.
왜 세조는 술자리에서 이런 행동을 벌였을까? 술자리의 주요 참석 멤버는 한명회, 신숙주, 홍윤성, 권람과 같은 계유정난 공신들이었다. 세조에게 술자리는 스트레스 해소뿐만 아니라 신하들과 유대관계를 형성하는 자리였을 확률이 더 높다. 세조는 술자리를 통해 공신과 측근을 우대했고 반란을 방지했다. 각종 특권을 내려줬으며 ‘우리가 남이가’를 확인했다. 가끔은 벌컥 화내며 ‘채찍’을 쓰기도 했지만. 감정적 태도를 통한 용인술이 때로 더 잘 먹히는 경우도 있다.
세조의 생각은 처음에는 잘 굴러가는 듯했다. 집권 중반기까지 세조는 무리 없이 국정운영을 해나갔다. 측근 신하들의 도움으로 여러 개혁 조치도 이뤄졌다. 문제는 이 개혁에 ‘공신’들은 포함되지 않았다는 점에 있었다. 술자리에서 확인된 ‘우리가 남이가’는 필연적으로 ‘해먹어도 된다’가 된다. 한명회는 경기도 여주의 한 지역을 하사받아 행정구역을 없애고 자신의 농장으로 개편했다. 이런 일이 비일비재했다.
같이 술 마신 공신 세력 부패로 이어져
어느 순간, 세조는 공신 우대의 부작용을 알아차린 것 같다. 재위 후반기에 벌어진 이시애의 난에서 그는 한명회와 신숙주에게 죄를 갑자기 묻더니 한 달여간 연금해버린다. 이후 구성군과 남이 같은 신흥세력을 의도적으로 키우려 한다. 하지만 세조는 이 정계 개편의 후속 조치를 하기 전에 죽어버리고 이후 왕위에 오른 예종과 성종은 불안한 왕권 탓에 공신 세력의 힘을 어느 정도 인정하는 처지가 된다.
‘술자리 정치’ 또는 ‘식사 정치’는 상대방과 스킨십을 높인다는 점에서 예나 지금이나 권력자들이 잘 쓰는 통치술 중 하나다. 한국 대통령들도 마찬가지였다. 언제나 언론은 대통령의 ‘관저 정치’에 관심을 가졌고, 누가 관저에 초대되느냐는 늘 주목의 대상이었다.
검찰에 있을 때부터 ‘큰형님’으로 불리며 잦은 식사나 술자리를 통해 조직 다잡기를 해온 윤석열 대통령에게는 더더욱 그러했다. 윤 대통령 스스로도 후보와 당선인 시절 “혼밥을 하지 않겠다”거나, 기자들에게 “김치찌개 끓여주겠다”는 등의 발언으로 잦은 스킨십을 통한 정치 행보를 예고했다. 그래서 2022년 11월7일 서울 한남동 관저 입주 뒤 언론은 윤 대통령의 ‘관저 정치’에 주목하는 기사를 쏟아냈다. 첫 번째로 관저에서 저녁을 먹은 무함마드 빈 살만 사우디아라비아 왕세자에게서 좋은 반응을 이끌어냈다는 평가를 받기도 했다.
윤석열 대통령이 지난 8월 25일 충남 천안시 재능교육연수원에서 열린 국민의힘 '2022 국회의원 연찬회 만찬'에서 음료를 마시고 있다. 연합뉴스
윤석열 대통령이 지난 8월 25일 충남 천안시 재능교육연수원에서 열린 국민의힘 '2022 국회의원 연찬회 만찬'에서 음료를 마시고 있다. 연합뉴스
그런데 이후 벌어지는 ‘한남동 식사 정치’에서 이상한 기류가 감지된다. 공개된 첫 만찬은 국민의힘 지도부(11월25일)였지만 곧 지도부보다 먼저 ‘윤핵관 4인방’(권성동·이철규·윤한홍·장제원)과 비공개 만찬이 있었다는 보도가 나왔다. 이어 친윤 당권 주자인 김기현 의원의 독대와 주호영 원내대표와의 심야 회동 보도가 이어졌다. 관저에서 벌어진 일부 인사와의 식사 뒤 전당대회 규칙과 관련한 윤 대통령의 사적 자리 발언이 보도됐고, 지도부는 전당대회 시점을 정하고 전당대회 당대표 선출 경선 규칙을 기존 ‘당원 투표 70%·여론조사 30%’에서 ‘당원 투표 100%’로 바꿨다.
대통령실이 2년 뒤 총선의 공천권을 결정할 당대표 선출에 전혀 개입하지 않아야 한다는 주장은 현실정치를 너무나 모르는 말이다. 문제는 ‘관저 정치’라는 방식으로 개입했다는 점에 있다. 윤 대통령의 의중이 드러나는 방식으로 일을 처리했고, ‘친윤’ 세력이 전면에 나섰다. 대통령의 의중과 뜻이 ‘친윤’을 통해서만 나타난다는 것이 ‘관저에서의 식사’로 확실하게 드러났다.
윤 대통령의 ‘관저 정치’ 넓혀야
당장 전당대회 후보군에게 “언제 관저에 가서 식사하느냐”는 질문이 나오기 시작했다. 모두가 대통령의 ‘입’만 바라보면, 자연히 그 ‘입’을 읽는 사람들에게 힘이 쏠릴 수밖에 없다. 대통령의 권력 행사에 이는 매우 좋지 못하다. 역대 대통령의 ‘입’을 독점했던 사람들이 그 뒤 어떻게 됐는지 우리는 너무나 잘 안다.
세조의 ‘술자리 정치’는 결과적으로 훈구세력 대두로 이어졌고, 결국 국가는 지극히 문란해졌다. 세조의 잘못은 ‘술자리’를 했다는 것이 아니었다. 그의 잘못은 ‘스킨십’을 측근 세력에게만 허용했다는 점이다. 국가 최고지도자의 권력 행사는 그 파장이 어디까지 이어질지 세심한 계산이 있어야 한다. 윤 대통령의 ‘관저 정치’가 소수만을 향해서는 안 되는 이유다.",한겨레
29,"국립공원 반려동물 입장…대통령실, ‘국민제안’ 17건 정책화 추진","대통령실이 온라인 플랫폼을 통해 접수된 국민제안 중 취약계층의 건강보험료 체납 연체금 징수 면제, 국립공원 반려동물 동반 입장 시범실시 등 17건을 정책으로 구현하겠다고 밝혔다.
강승규 대통령실 시민사회수석은 이날 오전 용산 대통령실에서 브리핑을 열어 “시민사회수석실 산하 국민제안비서관실은 지난 9월부터 최근까지 국민제안 약 2만건을 검토해 ‘제도개선 검토대상’ 과제를 360건 추렸고, 국민제안심사위원회 회의를 거쳐 최종 17건을 선정해 관계 부처와 협의를 거쳐 정책화를 추진하기로 했다”고 밝혔다.
대통령실이 새해부터 정책으로 추진하겠다는 ‘국민제안’은 △한부모가족 양육지원비 지급 방식 개선 △청년 전용 모기지 신설과 생애최초·신혼부부 대출한도 확대 △미용사 등 국가기술자격 실기시험 결과 공개 확대 △전동킥보드 면허인증 제도화 △백내장 수술보험금 지급기준 표준화 △경찰공무원 채용 조건에서 중도 이상 색각이상자 제한 완화 △녹색신호등 잔여시간 표시기 시범 설치 등이다. 강 수석은 “내년부터 빠른 정책화를 추진할 계획 ”이라며 “당장 정책화가 어려운, 공론화가 필요한 제안에 대해서도 앞으로 조처를 해나가겠다 ” 고 말했다.
대통령실은 ‘청와대 국민청원’을 폐지하고 ‘국민제안’ 누리집을 열었지만 지난 8월 중복·편법 제안이 드러나자 개편에 착수했으며 국민제안 누리집에서 ‘국민참여토론’ 코너를 신설해 특정 이슈에 대해 찬반 의사를 표현할 수 있도록 정비했다. 대통령실은 향후 국민제안과 ‘국민신문고’(국민권익위원회), ‘청원24’(행정안전부)를 통합해 ‘통합소통 포털’로 개편할 계획이라고 밝혔다.",한겨레
30,"“실내 마스크 벗자”…반대 57%, 찬성 41% [NBS]","윤석열 대통령의 국정운영 지지도가 직전 조사와 같은 34%를 유지했다는 조사 결과가 29일 나왔다.
엠브레인퍼블릭·케이스탯리서치·코리아리서치·한국리서치가 지난 26~28일 전국 성인 1010명을 대상으로 조사(신뢰 수준 95% 표본오차 ±3.1%포인트)한 전국지표조사(NBS) 결과, 윤 대통령이 국정 운영을 ‘잘하고 있다’는 긍정 평가는 34%, ‘잘못하고 있다’는 부정 평가는 56%였다. 직전 조사인 2주 전과 같은 수치다.
국정운영을 긍정적으로 평가하는 이유는 ‘결단력이 있어서’가 33%로 가장 많았고, ‘공정하고 정의로워서’(30%), ‘유능하고 합리적이어서’(11%), ‘약속한 공약을 잘 실천해서’(7%)가 뒤를 이었다. 반면 부정적으로 평가하는 이유는 ‘독단적이고 일방적이어서’가 34%로 가장 많았고, ‘경험과 능력이 부족해서’(30%), ‘적합하지 않은 인물을 고위직에 기용해서’(11%) 순이었다.

정당 지지도는 국민의힘이 32%, 더불어민주당이 28%, 정의당이 5%였다. 지지 정당이 없다고 밝힌 비율은 33%로 나타났다. 2주 전보다 국민의힘은 4%포인트, 민주당은 2%포인트 각각 하락했다.
한편, 정부가 실내 마스크 착용 의무 해제를 검토하고 있는 가운데, 실내 마스크 전면 해제에 찬성한다는 응답은 41%, 반대는 57%로 조사됐다. 다만 18~29살 사이에서는 찬성 비율이 60%로 상대적으로 높게 나왔다.
자세한 내용은 중앙여론조사심의위원회 누리집을 참고하면 된다.",한겨레
31,‘북 무인기 용산 통과’ 주장에…국방부 “이적 행위” 비난,"국방부와 합동참모본부(합참)가 지난 26일 서울 상공까지 침투한 북한 무인기가 ‘용산 대통령실 일대 상공에 설정된 비행금지구역에 들어왔을 가능성이 있다’는 야당 의원 등의 주장을 강하게 부인했다. 특히 국방부는 ‘무인기 용산 통과 가능성’ 주장을 “적을 이롭게 하는 행위”라고 비판했다.
합참은 29일 오전 “적 무인기는 비행금지구역(P-73)을 침범하지 않았음을 알려드린다”는 공지 문자를 출입기자들에게 보냈다. 이어 이성준 합참 공보실장은 이날 정례브리핑에서 “북한 무인기가 비행금지구역 P-73을 침범했다는 이야기는 전혀 사실이 아니다. 사실이 아닌 근거 없는 이야기에 대해 강한 유감을 표명한다”고 말했다. ‘P-73’은 용산 대통령실 반경 3.7㎞ 구역으로, 대통령실과 국방부 상공뿐만 아니라 서울시청과 중구, 남산, 서초·동작구 일부 상공도 포함된다.
전하규 국방부 대변인도 이날 브리핑에서 “합참에서도 발표했지만 사실이 아닌 내용을 마치 사실인 것처럼 호도하는 것은 작전에 참가했던 장병들의 사기도 있고, 또 적을 이롭게 하는 행위라고도 생각한다. 그래서 그런 부분에 대해서 합참에서 강한 유감을 표명했던 것으로 알고 있다”고 말했다.
국방부와 합참이 이런 입장을 밝힌 건 북한 무인기가 서울 비행금지구역을 침범했을 가능성이 크다는 김병주 더불어민주당 의원의 주장을 반박하기 위해서다. 김병주 의원은 이날 오전 <시비에스>(CBS) 라디오 ‘김현정의 뉴스쇼’에서 “어제 합참에서 보고한 비행궤적을 보니까 (북한 무인기가) 은평구, 종로, 동대문구, 광진구, 남산 일대까지 왔다 간 것 같다”며 “(대통령실이 있는) 용산으로부터 반경 3.7㎞가 비행금지구역이다. 그 안을 통과했을 확률이 높다”고 주장했다.

김 위원은 이날 오전 민주당 원내대책회의에서도 “무인기 격추 실패 책임은 군뿐만 아니라 대통령실 경호처에도 있으며 졸속 이전한 대통령실의 여파로 무인기 대응에 실패했을 가능성이 높다”고 주장했다. 김 의원은 한미연합사 부사령관까지 지낸 육군 대장 출신이다. 전날 국회 국방위원회에서 야당 의원들은 합참이 제출한 북한 무인기의 서울 상공 항적도를 근거로 무인기가 은평구, 서대문구, 동대문구, 광진구, 중랑구, 중구뿐아니라 용산 상공 일대까지 침범했을 가능성을 제기한 바 있다.",한겨레
32,"이재명 “윤석열 정권 검찰, 민주주의 파괴 도구로 전락”","이재명 더불어민주당 대표는 29일 “윤석열 정권의 검찰이 공익의 대변자라는 책무를 망각하고 민주주의 파괴의 도구로 전락했다”고 맹비난했다. ‘성남에프시(FC) 후원금 의혹’으로 당대표 취임 뒤 첫 검찰 조사를 앞두고, 비판 메시지를 강화하는 모양새다.
이 대표는 이날 국회에서 열린 ‘검찰 인권침해 수사의 문제점과 제도적 대책 마련을 위한 토론회’에서 “검찰권의 핵심은 첫째도 둘째도 공정”이라며 자신을 수사 중인 검찰을 향해 날을 세웠다.
이 대표는 이 자리에서 “야당과 정적을 향해서는 없는 사실도 조작해서 보복의 칼날을 곧추세우고, 대통령 가족이나 그들 자신에 대해서는 있는 범죄 혐의도 덮는 데 급급하다”며 수사의 형평성 문제를 제기했다.
또 “바뀐 건 정권과 검사뿐인데 진술이 180도 바뀌거나 언론을 통해서 수시로 수사정보가 마구잡이로 유출되는 여론 선동전까지 벌어진다”며 “이런 것 하나하나가 전부 국민의 심판을 받아야 하는 민주주의의 적이고, 형사처벌을 받아야 할 범죄행위”라고 목소리를 높였다.

이 대표는 이어 “공정성을 상실한 정권의 폭주에 결연히 맞서야 한다”며 “사법 왜곡, 편파 조작 행태에 대해 어떤 제재가 가능할지, 어떤 예방이 가능할지 논의해달라”고 말했다.
그는 전날 광주 연설에서도 “우리가 관심 갖지 않고 잠시 외면한 사이 민주주의가 완전히 망가지고 과거로 되돌아가고 있다”며 “이재명 죽인다고 그들의 무능과 무책임이 가려지겠나”라고 말했다.
현재 이 대표 쪽은 성남에프시 후원금 의혹과 관련 내년 1월10∼12일 사이에 출석하는 방안을 두고 검찰과 세부 일정을 조율하고 있다. 이 대표는 토론회 축사를 마친 뒤 기자들이 구체적인 출석 일정을 묻자 “대통령 가족들에 대한 수사는 언제 하는지에 대해서도 관심을 가져주시길 바란다”고 답했다.",한겨레
33,윤 대통령 “평화 위해 압도적으로 우월한 전쟁 준비해야”,"윤석열 대통령이 29일 최근 북한의 무인기 침범 사태와 관련해 “평화를 얻기 위해 압도적으로 우월한 전쟁 준비를 해야 한다”고 말했다.
윤 대통령은 이날 대전 유성구 국방과학연구소(ADD)를 찾아 최근 북한의 무인기 위협에 대한 우리 군의 감시, 정찰 요격시스템 등 국내 무기체계 개발 현황을 점검하면서 이렇게 말했다고 대통령실 이재명 부대변인이 서면 브리핑을 통해 밝혔다.
윤 대통령은 이 자리에서 “북한의 무인기 영공 침범은 도저히 용납할 수 없는 사건”이라며 “도발에는 반드시 혹독한 대가가 따른다는 사실을 깨닫게 해야 한다”고 말했다. 또 “우리의 자유를 침범하는 행위에 대해서는 확고한 응징과 보복만이 도발을 억제할 수 있다”며 “상대에게 핵이 있든, 어떠한 대량살상무기가 있든 도발을 일삼는 사람들에게 분명한 메시지를 줘야 하고, 두려워하거나 주저해서는 절대 안 된다”고 밝혔다고 한다.
윤 대통령은 군 관계자들과 참모진에게 “북한의 무인기뿐 아니라 우리 영공을 침범하는 모든 비행 물체에 대한 전반적인 대응 체계를 재검토해서 미비점을 신속하게 보완해야 한다”며 “비대칭 전력을 강화시키려고 하는 북한에 대응해서 우리 군의 전력 증강 계획도 전반적으로 재검토할 필요가 있다”고 지시했다고 이 부대변인은 전했다.

윤 대통령은 아울러 “우리 군은 적에게 범접할 수 없는 두려움을, 국민에게 확고한 믿음을 주는 강군이 되어야 한다”며 “우리가 평화를 얻기 위해서는 압도적으로 우월한 전쟁 준비를 해야 한다. 위장된 평화로는 안보를 지킬 수 없을 뿐 아니라 그 기반마저 무너진다는 것을 확실하게 깨달아야 한다”고 당부하기도 했다. 이날 윤 대통령의 국방과학연구소 방문에는 이종섭 국방부 장관과 육·해·공군 참모총장 및 해병대 사령관 등이 함께했고, 대통령실에서는 김성한 안보실장, 임종득 안보실 2차장, 임기훈 국방비서관 등이 배석했다.",한겨레
